Date,ShareLink,ShareCommentary,SharedUrl,MediaUrl,Visibility
2020-03-13 15:21:50,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6644251116437557248,"","","",MEMBER_NETWORK
2019-10-13 10:26:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6589093776596185088,"When The Emeralds (Generali's Advanced Analytics Team) were born, the 'town hall' was 4 folks in my office. ""
""Our platform’s performance was competing with my undergrad laptop’s (...), poor data, no production, and... most of all, we didn't know what value we would bring to our customers.""
""""
""2 years down the road: we do not fit in a large meeting room – and with folks in 'smart working', our top commitment for sustainable work life balance. ""
""""
""Our team is yes a blend of carefully selected top marks professionals, but it is continuous learning and collaboration mindset that tie up the Emeralds, keeping us relevant now and in the future.""
""""
""We partner with the best provider on the planet when it comes to artificial intelligence and big data technology, we  work in close cooperation with every business area and I am proud that our sales networks value our work. ""
""""
""We deliver tangible value for our customers and networks by deploying analytics “in production” in all areas.""
""""
""We push the needle of innovation, by rethinking some of the business processes that will change the way our customers partner with us. ""
""""
""I am excited and grateful to the team and Generali’s top management for all this … and If I look forward to the next two years...  :-)""
""""
""Candidates:  Drop a note!","","",MEMBER_NETWORK
2019-08-05 18:33:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6564211730837196800,"Happy summer to my network from “The Emeralds” – Advanced Analytics at its shiniest, brightest and finest!!!""
""""
""Data scientists, engineers, full stack, devops and analytics managers, save the date: Friday, August 30th from 4pm, come and visit us at the Generali Tower!""
""""
""(Those who are interested, pls drop a note to davide.consiglio@generali.com or massimo.natale@generali.com)""
""","","",MEMBER_NETWORK
2019-06-19 18:20:04,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6547176020842164226,"","","",MEMBER_NETWORK
2019-02-08 23:35:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6499782661475696640,"Hello friends – I thought I’d share that at Generali Italy we’ll double down on advanced analytics and artificial intelligence. ""
""""
""Aligned with the Group’s stated ambition to be a life-time partner, we aim at serving our clients and distribution networks better through unprecedented insights, leveraging on IoT to deliver personalized products and services, scaling up artificial intelligence in core operations and much more.""
""""
""Most of all, I personally aim at growing the advanced analytics team with same quality, passion, motivation, spirit of mutual aid and speed of execution as they are today.""
""""
""If folks in my network are/know top notch (i.e. with proven outstanding academic, work and continuous learning track record) data professionals, please do reach out!""
""I am particularly interested to meet big data engineers, machine learning engineers, data scientists with finance or pricing background, folks at the intersection between data science and consulting, game theory and Bayesian statistics experts, geo-analytics masters.""
""""
""And if you fancy a true breathtaking perspective from the Generali Tower, doors are open: come and meet the “Emeralds”! (as we named our data scientists and citizens community).""
""""
""Cheers","","",MEMBER_NETWORK
2019-01-08 14:07:00,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6488405500462403584,"Condivido la bella intervista di Gianluca Perin che sottolinea l'importanza strategica degli advanced analytics in Generali Italia e della diffusione della cultura e delle competenze di data science! Alessandro Colombo, Isabella David, Massimo Natale, Federica Palorini, Stefano Frigerio","","",MEMBER_NETWORK
2018-09-04 10:45:08,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6442693831203913729,"","","",MEMBER_NETWORK
2018-06-22 20:10:07,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6416019309864251392,"","","",MEMBER_NETWORK
2018-03-08 17:41:26,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6377568778896621568,"Seminario Generali - InsurTech: From Big Data to User Engagement & Connected Insurance:""
""""
""https://lnkd.in/ec9JMQY","","",MEMBER_NETWORK
2017-05-17 13:53:56,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6270607106756349952,"","","",MEMBER_NETWORK
2017-04-04 08:05:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6254936678130024448,"BCG Gamma - We are hiring in Milan - if you want to know more, pm me.",https://lnkd.in/dc73g2h,https://media.licdn.com/media/AAEAAQAAAAAAAAXmAAAAJDU2Mzc5M2YzLTg0YzItNDk2Zi1iMzY3LTdkMWU2ZTRmMTQ4Ng.png,MEMBER_NETWORK
2017-01-24 15:38:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6229683622102736896,"https://lnkd.in/dkqkhVs""
""Anyone interested to learn more, pm me",https://www.kaggle.com/jobs/17592/bcg-gamma-data-scientists-senior-data-scientists-london-paris-berlin-munich,"",MEMBER_NETWORK
2016-11-01 09:23:41,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6199148687231369216,"I think that any attempt to categorize, when it comes to Big Data, sounds weird by design. ""
""Nevertheless, I liked three things of this post and related map:""
""1. the (naive? unintentionally subtle?) title: the all thing being labelled ""tools""""
""2. the correct - imho - positioning of some of those too often self-proclaimed ""independent advisors""""
""3. the lack of a vertical layer on the far right, which I would perhaps have called ""value generating high-end analytics""","","",MEMBER_NETWORK
2016-10-27 07:09:32,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6197302988667699200,Thanks Sergio Spaccavento for inviting me on stage to share the latest on advanced analytics in insurance. Really nice conference!,"","",MEMBER_NETWORK
2016-10-27 06:59:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6197300537931689984,"Truly world class conference last week in Barcelona. ""
""Thanks to Moscow Institute of Physics and Technology and Harbour.Space University for inviting me to share recent experiences in advanced analytics.""
""Anyone interested in the conference materials, pm me.",http://in.harbour.space/idp2016/,"",MEMBER_NETWORK
2016-09-22 21:18:28,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6184833054113087489,My recent perspective on the latest trends in advanced analytics in Italy. Best-in-class companies are investing on the full spectrum of capabilities,"","",MEMBER_NETWORK
2016-09-22 09:50:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6184659934538391552,The value for insurers from advanced anti-fraud systems is huge. My perspective on Milano Finanza,"","",MEMBER_NETWORK
2016-09-22 09:06:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6184648821146927104,"BCG's view on Affari e Finanza on the rapidly evolving role of the Chief Data Officer.""
""Delighted to share the stage with Intesa Sanpaolo, Axa, Aig and Oliver James Associates!",http://www.repubblica.it/economia/affari-e-finanza/2016/09/19/news/imprese_a_caccia_di_manager_dei_dati-148138103/,"",MEMBER_NETWORK
2014-08-06 02:09:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A5902606073193312256,http://on.bcg.com/1uD5t1y,"","",MEMBER_NETWORK
